"id","loan_order_id","rate","amount","loan_amount","interest_date","created_time","created_by","active","interest_type"
"245270","RZ20170703022","0.006000","290.6842","1453420.8000","2017-07-16","2017-07-17 10:55:46","system","1","七天全额计息"
"245269","RZ20170703022","0.006000","290.6842","1453420.8000","2017-07-15","2017-07-17 10:55:46","system","1","七天全额计息"
"245268","RZ20170703022","0.006000","290.6842","1453420.8000","2017-07-14","2017-07-17 10:55:46","system","1","七天全额计息"
"245267","RZ20170703022","0.006000","290.6842","1453420.8000","2017-07-13","2017-07-17 10:55:46","system","1","七天全额计息"
"245266","RZ20170703022","0.006000","290.6842","1453420.8000","2017-07-12","2017-07-17 10:55:46","system","1","七天全额计息"
"245265","RZ20170703022","0.006000","290.6842","1453420.8000","2017-07-11","2017-07-17 10:55:46","system","1","七天全额计息"
"245264","RZ20170703022","0.006000","290.6842","1453420.8000","2017-07-10","2017-07-17 10:55:46","system","1","七天全额计息"
"245263","RZ20170703022","0.006000","2034.7891","1453420.8000","2017-07-03","2017-07-17 10:55:46","system","1","七天全额计息"
"237649","RZ20170703021","0.008000","3032.0640","1624320.0000","2017-07-03","2017-07-07 09:48:42","system","1","七天全额阶梯计息"
"237687","RZ20170703020","0.006000","3197.0736","2283624.0000","2017-07-03","2017-07-07 13:06:13","system","1","七天全额计息"
"237704","RZ20170703019","0.008000","4262.7648","2283624.0000","2017-07-03","2017-07-07 14:42:58","system","1","七天全额阶梯计息"
"256690","RZ20170703018","0.006000","13.0502","65251.0800","2017-07-26","2017-07-27 15:34:09","system","1","七天全额计息"
"256689","RZ20170703018","0.006000","13.0502","65251.0800","2017-07-25","2017-07-27 15:34:09","system","1","七天全额计息"
"256688","RZ20170703018","0.006000","25.5249","127624.6800","2017-07-24","2017-07-27 15:34:09","system","1","七天全额计息"
"256687","RZ20170703018","0.006000","25.5249","127624.6800","2017-07-23","2017-07-27 15:34:09","system","1","七天全额计息"
"256686","RZ20170703018","0.006000","25.5249","127624.6800","2017-07-22","2017-07-27 15:34:09","system","1","七天全额计息"
"256685","RZ20170703018","0.006000","25.5249","127624.6800","2017-07-21","2017-07-27 15:34:09","system","1","七天全额计息"
"256684","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-20","2017-07-27 15:34:09","system","1","七天全额计息"
"256683","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-19","2017-07-27 15:34:09","system","1","七天全额计息"
"256682","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-18","2017-07-27 15:34:09","system","1","七天全额计息"
"256681","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-17","2017-07-27 15:34:09","system","1","七天全额计息"
"256680","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-16","2017-07-27 15:34:09","system","1","七天全额计息"
"256679","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-15","2017-07-27 15:34:09","system","1","七天全额计息"
"256678","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-14","2017-07-27 15:34:09","system","1","七天全额计息"
"256677","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-13","2017-07-27 15:34:09","system","1","七天全额计息"
"256676","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-12","2017-07-27 15:34:09","system","1","七天全额计息"
"256675","RZ20170703018","0.006000","50.4744","252371.8800","2017-07-11","2017-07-27 15:34:09","system","1","七天全额计息"
"256674","RZ20170703018","0.006000","62.9491","314745.4800","2017-07-10","2017-07-27 15:34:09","system","1","七天全额计息"
"256673","RZ20170703018","0.006000","826.2455","590175.3600","2017-07-03","2017-07-27 15:34:09","system","1","七天全额计息"
"257047","RZ20170703017","0.010000","1214.2933","3642880.0000","2017-07-28","2017-07-28 18:30:01","system","1","七天全额阶梯计息"
"257046","RZ20170703017","0.010000","1214.2933","3642880.0000","2017-07-27","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257045","RZ20170703017","0.010000","1508.6933","4526080.0000","2017-07-26","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257044","RZ20170703017","0.010000","1508.6933","4526080.0000","2017-07-25","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257043","RZ20170703017","0.010000","1508.6933","4526080.0000","2017-07-24","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257042","RZ20170703017","0.010000","1508.6933","4526080.0000","2017-07-23","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257041","RZ20170703017","0.010000","1508.6933","4526080.0000","2017-07-22","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257040","RZ20170703017","0.008000","1206.9547","4526080.0000","2017-07-21","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257039","RZ20170703017","0.008000","1206.9547","4526080.0000","2017-07-20","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257038","RZ20170703017","0.008000","1206.9547","4526080.0000","2017-07-19","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257037","RZ20170703017","0.008000","1206.9547","4526080.0000","2017-07-18","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257036","RZ20170703017","0.008000","1206.9547","4526080.0000","2017-07-17","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257035","RZ20170703017","0.008000","1206.9547","4526080.0000","2017-07-16","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257034","RZ20170703017","0.008000","1206.9547","4526080.0000","2017-07-15","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257033","RZ20170703017","0.008000","1206.9547","4526080.0000","2017-07-14","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"257032","RZ20170703017","0.008000","8448.6827","4526080.0000","2017-07-07","2017-07-28 08:44:37","system","1","七天全额阶梯计息"
"256965","RZ20170703016","0.010000","1541.9733","4625920.0000","2017-07-28","2017-07-28 18:30:01","system","1","七天全额阶梯计息"
"256328","RZ20170703016","0.010000","1541.9733","4625920.0000","2017-07-27","2017-07-27 23:50:01","system","1","七天全额阶梯计息"
"254880","RZ20170703016","0.010000","1541.9733","4625920.0000","2017-07-26","2017-07-26 23:50:01","system","1","七天全额阶梯计息"
"253420","RZ20170703016","0.010000","1541.9733","4625920.0000","2017-07-25","2017-07-25 23:50:01","system","1","七天全额阶梯计息"
"251054","RZ20170703016","0.010000","1541.9733","4625920.0000","2017-07-24","2017-07-24 23:50:01","system","1","七天全额阶梯计息"
"250930","RZ20170703016","0.010000","1541.9733","4625920.0000","2017-07-23","2017-07-23 23:50:01","system","1","七天全额阶梯计息"
"250806","RZ20170703016","0.010000","1541.9733","4625920.0000","2017-07-22","2017-07-22 23:50:01","system","1","七天全额阶梯计息"
"249484","RZ20170703016","0.008000","1233.5787","4625920.0000","2017-07-21","2017-07-21 23:50:01","system","1","七天全额阶梯计息"
"248034","RZ20170703016","0.008000","1233.5787","4625920.0000","2017-07-20","2017-07-20 23:50:01","system","1","七天全额阶梯计息"
"246573","RZ20170703016","0.008000","1233.5787","4625920.0000","2017-07-19","2017-07-19 23:50:01","system","1","七天全额阶梯计息"
"245709","RZ20170703016","0.008000","1233.5787","4625920.0000","2017-07-18","2017-07-18 23:50:02","system","1","七天全额阶梯计息"
"244705","RZ20170703016","0.008000","1233.5787","4625920.0000","2017-07-17","2017-07-17 23:50:02","system","1","七天全额阶梯计息"
"244583","RZ20170703016","0.008000","1233.5787","4625920.0000","2017-07-16","2017-07-16 23:50:02","system","1","七天全额阶梯计息"
"244461","RZ20170703016","0.008000","1233.5787","4625920.0000","2017-07-15","2017-07-15 23:50:02","system","1","七天全额阶梯计息"
"243716","RZ20170703016","0.008000","1233.5787","4625920.0000","2017-07-14","2017-07-14 23:50:02","system","1","七天全额阶梯计息"
"242503","RZ20170703016","0.008000","8635.0507","4625920.0000","2017-07-07","2017-07-12 16:17:23","system","1","七天全额阶梯计息"
"237680","RZ20170703015","0.006000","2291.5200","1636800.0000","2017-07-03","2017-07-07 11:26:22","system","1","七天全额计息"
"246199","RZ20170703014","0.010000","21.5510","64653.1200","2017-07-17","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246198","RZ20170703014","0.010000","21.5510","64653.1200","2017-07-16","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246197","RZ20170703014","0.010000","21.5510","64653.1200","2017-07-15","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246196","RZ20170703014","0.010000","21.5510","64653.1200","2017-07-14","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246195","RZ20170703014","0.010000","57.6134","172840.3200","2017-07-13","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246194","RZ20170703014","0.010000","111.7070","335121.1200","2017-07-12","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246193","RZ20170703014","0.010000","111.7070","335121.1200","2017-07-11","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246192","RZ20170703014","0.010000","111.7070","335121.1200","2017-07-10","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246191","RZ20170703014","0.010000","126.1320","378396.0000","2017-07-09","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246190","RZ20170703014","0.010000","126.1320","378396.0000","2017-07-08","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246189","RZ20170703014","0.010000","126.1320","378396.0000","2017-07-07","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246188","RZ20170703014","0.010000","180.2256","540676.8000","2017-07-06","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246187","RZ20170703014","0.010000","180.2256","540676.8000","2017-07-05","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246186","RZ20170703014","0.008000","144.1805","540676.8000","2017-07-04","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246185","RZ20170703014","0.008000","173.0304","648864.0000","2017-07-03","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246184","RZ20170703014","0.008000","173.0304","648864.0000","2017-07-02","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246183","RZ20170703014","0.008000","173.0304","648864.0000","2017-07-01","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246182","RZ20170703014","0.008000","173.0304","648864.0000","2017-06-30","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246181","RZ20170703014","0.008000","173.0304","648864.0000","2017-06-29","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246180","RZ20170703014","0.008000","173.0304","648864.0000","2017-06-28","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246179","RZ20170703014","0.008000","173.0304","648864.0000","2017-06-27","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"246178","RZ20170703014","0.008000","1211.2128","648864.0000","2017-06-20","2017-07-18 14:19:05","system","1","七天全额阶梯计息"
"245825","RZ20170703013","0.006000","3184.5632","2274688.0000","2017-07-03","2017-07-18 08:59:06","system","1","七天全额计息"
"256964","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-28","2017-07-28 18:30:01","system","1","七天全额计息"
"256327","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-27","2017-07-27 23:50:01","system","1","七天全额计息"
"254879","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-26","2017-07-26 23:50:01","system","1","七天全额计息"
"253419","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-25","2017-07-25 23:50:01","system","1","七天全额计息"
"251053","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-24","2017-07-24 23:50:01","system","1","七天全额计息"
"250929","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-23","2017-07-23 23:50:01","system","1","七天全额计息"
"250805","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-22","2017-07-22 23:50:01","system","1","七天全额计息"
"249483","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-21","2017-07-21 23:50:01","system","1","七天全额计息"
"248033","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-20","2017-07-20 23:50:01","system","1","七天全额计息"
"246572","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-19","2017-07-19 23:50:01","system","1","七天全额计息"
"245707","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-18","2017-07-18 23:50:02","system","1","七天全额计息"
"244703","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-17","2017-07-17 23:50:02","system","1","七天全额计息"
"244581","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-16","2017-07-16 23:50:02","system","1","七天全额计息"
"244459","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-15","2017-07-15 23:50:02","system","1","七天全额计息"
"243714","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-14","2017-07-14 23:50:02","system","1","七天全额计息"
"242774","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-13","2017-07-13 23:50:02","system","1","七天全额计息"
"241908","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-12","2017-07-12 23:50:03","system","1","七天全额计息"
"240740","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-11","2017-07-11 23:50:03","system","1","七天全额计息"
"238406","RZ20170703012","0.006000","164.4538","822268.8000","2017-07-10","2017-07-10 23:50:02","system","1","七天全额计息"
"237705","RZ20170703011","0.008000","3055.3600","1636800.0000","2017-07-03","2017-07-07 14:47:49","system","1","七天全额阶梯计息"
"248168","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-18","2017-07-20 08:38:37","system","1","七天全额计息"
"248167","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-17","2017-07-20 08:38:37","system","1","七天全额计息"
"248166","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-16","2017-07-20 08:38:37","system","1","七天全额计息"
"248165","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-15","2017-07-20 08:38:37","system","1","七天全额计息"
"248164","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-14","2017-07-20 08:38:37","system","1","七天全额计息"
"248163","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-13","2017-07-20 08:38:37","system","1","七天全额计息"
"248162","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-12","2017-07-20 08:38:37","system","1","七天全额计息"
"248161","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-11","2017-07-20 08:38:37","system","1","七天全额计息"
"248160","RZ20170703010","0.006000","205.8768","1029384.0000","2017-07-10","2017-07-20 08:38:37","system","1","七天全额计息"
"248159","RZ20170703010","0.006000","8429.2992","6020928.0000","2017-07-03","2017-07-20 08:38:37","system","1","七天全额计息"
"245824","RZ20170703009","0.008000","4246.0843","2274688.0000","2017-07-03","2017-07-18 08:59:06","system","1","七天全额阶梯计息"
"248158","RZ20170703008","0.010000","343.1280","1029384.0000","2017-07-18","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248157","RZ20170703008","0.008000","274.5024","1029384.0000","2017-07-17","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248156","RZ20170703008","0.008000","274.5024","1029384.0000","2017-07-16","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248155","RZ20170703008","0.008000","274.5024","1029384.0000","2017-07-15","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248154","RZ20170703008","0.008000","274.5024","1029384.0000","2017-07-14","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248153","RZ20170703008","0.008000","274.5024","1029384.0000","2017-07-13","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248152","RZ20170703008","0.008000","274.5024","1029384.0000","2017-07-12","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248151","RZ20170703008","0.008000","274.5024","1029384.0000","2017-07-11","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248150","RZ20170703008","0.008000","274.5024","1029384.0000","2017-07-10","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"248149","RZ20170703008","0.008000","11239.0656","6020928.0000","2017-07-03","2017-07-20 08:38:37","system","1","七天全额阶梯计息"
"257336","RZ20170703007","0.010000","370.3678","1111103.2800","2017-07-28","2017-07-28 18:30:01","system","1","七天全额阶梯计息"
"257335","RZ20170703007","0.010000","401.3934","1204180.3200","2017-07-27","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257334","RZ20170703007","0.010000","411.9078","1235723.5200","2017-07-26","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257333","RZ20170703007","0.010000","411.9078","1235723.5200","2017-07-25","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257332","RZ20170703007","0.010000","411.9078","1235723.5200","2017-07-24","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257331","RZ20170703007","0.010000","421.9047","1265714.1600","2017-07-23","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257330","RZ20170703007","0.010000","421.9047","1265714.1600","2017-07-22","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257329","RZ20170703007","0.010000","421.9047","1265714.1600","2017-07-21","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257328","RZ20170703007","0.010000","463.4448","1390334.4000","2017-07-20","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257327","RZ20170703007","0.010000","484.4736","1453420.8000","2017-07-19","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257326","RZ20170703007","0.010000","484.4736","1453420.8000","2017-07-18","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257325","RZ20170703007","0.008000","387.5789","1453420.8000","2017-07-17","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257324","RZ20170703007","0.008000","387.5789","1453420.8000","2017-07-16","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257323","RZ20170703007","0.008000","387.5789","1453420.8000","2017-07-15","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257322","RZ20170703007","0.008000","387.5789","1453420.8000","2017-07-14","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257321","RZ20170703007","0.008000","387.5789","1453420.8000","2017-07-13","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257320","RZ20170703007","0.008000","387.5789","1453420.8000","2017-07-12","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257319","RZ20170703007","0.008000","387.5789","1453420.8000","2017-07-11","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257318","RZ20170703007","0.008000","387.5789","1453420.8000","2017-07-10","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"257317","RZ20170703007","0.008000","2713.0522","1453420.8000","2017-07-03","2017-07-28 15:29:08","system","1","七天全额阶梯计息"
"249834","RZ20170703006","0.006000","46.4013","232006.7200","2017-07-18","2017-07-21 13:12:09","system","1","七天全额计息"
"249833","RZ20170703006","0.006000","146.4013","732006.7200","2017-07-17","2017-07-21 13:12:09","system","1","七天全额计息"
"249832","RZ20170703006","0.006000","146.4013","732006.7200","2017-07-16","2017-07-21 13:12:09","system","1","七天全额计息"
"249831","RZ20170703006","0.006000","146.4013","732006.7200","2017-07-15","2017-07-21 13:12:09","system","1","七天全额计息"
"249830","RZ20170703006","0.006000","146.4013","732006.7200","2017-07-14","2017-07-21 13:12:09","system","1","七天全额计息"
"249829","RZ20170703006","0.006000","146.4013","732006.7200","2017-07-13","2017-07-21 13:12:09","system","1","七天全额计息"
"249828","RZ20170703006","0.006000","146.4013","732006.7200","2017-07-12","2017-07-21 13:12:09","system","1","七天全额计息"
"249827","RZ20170703006","0.006000","146.4013","732006.7200","2017-07-11","2017-07-21 13:12:09","system","1","七天全额计息"
"249826","RZ20170703006","0.006000","146.4013","732006.7200","2017-07-10","2017-07-21 13:12:09","system","1","七天全额计息"
"249825","RZ20170703006","0.006000","1024.8094","732006.7200","2017-07-03","2017-07-21 13:12:09","system","1","七天全额计息"
"256962","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-28","2017-07-28 18:30:01","system","1","七天全额阶梯计息"
"256325","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-27","2017-07-27 23:50:01","system","1","七天全额阶梯计息"
"254877","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-26","2017-07-26 23:50:01","system","1","七天全额阶梯计息"
"253417","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-25","2017-07-25 23:50:01","system","1","七天全额阶梯计息"
"251051","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-24","2017-07-24 23:50:01","system","1","七天全额阶梯计息"
"250927","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-23","2017-07-23 23:50:01","system","1","七天全额阶梯计息"
"250803","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-22","2017-07-22 23:50:01","system","1","七天全额阶梯计息"
"249481","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-21","2017-07-21 23:50:01","system","1","七天全额阶梯计息"
"248031","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-20","2017-07-20 23:50:01","system","1","七天全额阶梯计息"
"246567","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-19","2017-07-19 23:50:01","system","1","七天全额阶梯计息"
"245702","RZ20170703005","0.010000","274.0896","822268.8000","2017-07-18","2017-07-18 23:50:02","system","1","七天全额阶梯计息"
"244698","RZ20170703005","0.008000","219.2717","822268.8000","2017-07-17","2017-07-17 23:50:02","system","1","七天全额阶梯计息"
"244576","RZ20170703005","0.008000","219.2717","822268.8000","2017-07-16","2017-07-16 23:50:02","system","1","七天全额阶梯计息"
"244454","RZ20170703005","0.008000","219.2717","822268.8000","2017-07-15","2017-07-15 23:50:02","system","1","七天全额阶梯计息"
"243709","RZ20170703005","0.008000","219.2717","822268.8000","2017-07-14","2017-07-14 23:50:02","system","1","七天全额阶梯计息"
"242769","RZ20170703005","0.008000","219.2717","822268.8000","2017-07-13","2017-07-13 23:50:02","system","1","七天全额阶梯计息"
"241903","RZ20170703005","0.008000","219.2717","822268.8000","2017-07-12","2017-07-12 23:50:02","system","1","七天全额阶梯计息"
"240735","RZ20170703005","0.008000","219.2717","822268.8000","2017-07-11","2017-07-11 23:50:02","system","1","七天全额阶梯计息"
"238401","RZ20170703005","0.008000","219.2717","822268.8000","2017-07-10","2017-07-10 23:50:02","system","1","七天全额阶梯计息"
"256672","RZ20170703004","0.010000","21.7504","65251.0800","2017-07-26","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256671","RZ20170703004","0.010000","21.7504","65251.0800","2017-07-25","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256670","RZ20170703004","0.010000","42.5416","127624.6800","2017-07-24","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256669","RZ20170703004","0.010000","42.5416","127624.6800","2017-07-23","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256668","RZ20170703004","0.010000","42.5416","127624.6800","2017-07-22","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256667","RZ20170703004","0.010000","42.5416","127624.6800","2017-07-21","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256666","RZ20170703004","0.010000","84.1240","252371.8800","2017-07-20","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256665","RZ20170703004","0.010000","84.1240","252371.8800","2017-07-19","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256664","RZ20170703004","0.010000","84.1240","252371.8800","2017-07-18","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256663","RZ20170703004","0.008000","67.2992","252371.8800","2017-07-17","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256662","RZ20170703004","0.008000","67.2992","252371.8800","2017-07-16","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256661","RZ20170703004","0.008000","67.2992","252371.8800","2017-07-15","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256660","RZ20170703004","0.008000","67.2992","252371.8800","2017-07-14","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256659","RZ20170703004","0.008000","67.2992","252371.8800","2017-07-13","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256658","RZ20170703004","0.008000","67.2992","252371.8800","2017-07-12","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256657","RZ20170703004","0.008000","67.2992","252371.8800","2017-07-11","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256656","RZ20170703004","0.008000","83.9321","314745.4800","2017-07-10","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"256655","RZ20170703004","0.008000","1101.6607","590175.3600","2017-07-03","2017-07-27 15:34:09","system","1","七天全额阶梯计息"
"249824","RZ20170703003","0.010000","77.3356","232006.7200","2017-07-18","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249823","RZ20170703003","0.008000","195.2018","732006.7200","2017-07-17","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249822","RZ20170703003","0.008000","195.2018","732006.7200","2017-07-16","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249821","RZ20170703003","0.008000","195.2018","732006.7200","2017-07-15","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249820","RZ20170703003","0.008000","195.2018","732006.7200","2017-07-14","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249819","RZ20170703003","0.008000","195.2018","732006.7200","2017-07-13","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249818","RZ20170703003","0.008000","195.2018","732006.7200","2017-07-12","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249817","RZ20170703003","0.008000","195.2018","732006.7200","2017-07-11","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249816","RZ20170703003","0.008000","195.2018","732006.7200","2017-07-10","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"249815","RZ20170703003","0.008000","1366.4125","732006.7200","2017-07-03","2017-07-21 13:12:09","system","1","七天全额阶梯计息"
"237681","RZ20170630008","0.006000","6381.9756","4558554.0000","2017-06-30","2017-07-07 11:44:58","system","1","七天全额计息"
"242500","RZ20170630007","0.006000","320.9326","1604663.2000","2017-07-11","2017-07-12 16:05:34","system","1","七天全额计息"
"242499","RZ20170630007","0.006000","333.9061","1669530.4000","2017-07-10","2017-07-12 16:05:34","system","1","七天全额计息"
"242498","RZ20170630007","0.006000","333.9061","1669530.4000","2017-07-09","2017-07-12 16:05:34","system","1","七天全额计息"
"242497","RZ20170630007","0.006000","333.9061","1669530.4000","2017-07-08","2017-07-12 16:05:34","system","1","七天全额计息"
"242496","RZ20170630007","0.006000","333.9061","1669530.4000","2017-07-07","2017-07-12 16:05:34","system","1","七天全额计息"
"242495","RZ20170630007","0.006000","3782.8000","2702000.0000","2017-06-30","2017-07-12 16:05:34","system","1","七天全额计息"
"242320","RZ20170630006","0.006000","114.9120","574560.0000","2017-07-11","2017-07-12 14:47:27","system","1","七天全额计息"
"242319","RZ20170630006","0.006000","191.5200","957600.0000","2017-07-10","2017-07-12 14:47:27","system","1","七天全额计息"
"242318","RZ20170630006","0.006000","306.4320","1532160.0000","2017-07-09","2017-07-12 14:47:27","system","1","七天全额计息"
"242317","RZ20170630006","0.006000","306.4320","1532160.0000","2017-07-08","2017-07-12 14:47:27","system","1","七天全额计息"
"242316","RZ20170630006","0.006000","306.4320","1532160.0000","2017-07-07","2017-07-12 14:47:27","system","1","七天全额计息"
"242315","RZ20170630006","0.006000","2145.0240","1532160.0000","2017-06-30","2017-07-12 14:47:27","system","1","七天全额计息"
"256961","RZ20170630005","0.006000","360.8966","1804483.2000","2017-07-28","2017-07-28 18:30:01","system","1","七天全额计息"
"256323","RZ20170630005","0.006000","360.8966","1804483.2000","2017-07-27","2017-07-27 23:50:01","system","1","七天全额计息"
"254875","RZ20170630005","0.006000","360.8966","1804483.2000","2017-07-26","2017-07-26 23:50:01","system","1","七天全额计息"
"253415","RZ20170630005","0.006000","360.8966","1804483.2000","2017-07-25","2017-07-25 23:50:01","system","1","七天全额计息"
"251049","RZ20170630005","0.006000","360.8966","1804483.2000","2017-07-24","2017-07-24 23:50:01","system","1","七天全额计息"
